timestamp,p_G_I_x,p_G_I_y,p_G_I_z,q_I_G_w,q_I_G_x,q_I_G_y,q_I_G_z,p_C_I_x,p_C_I_y,p_C_I_z,q_I_C_w,q_I_C_x,q_I_C_y,q_I_C_z,sun_az,sun_el
2.9000000000000004,-6655370.539969664,-18557.184356804173,-13383.915678170431,-0.07386400011113596,0.7383279801744005,-0.2181449229907182,0.6338995943779625,-6655417.061906122,-18556.061793745353,-13383.273237973552,-0.3996347346751126,-0.5767656899434194,0.3938249769030165,0.5937468360425868,344.22,-4.748
3.0,-6655367.885100651,-19197.08782587175,-13845.425462919606,-0.07443000083523152,0.7390318705103939,-0.22133619946136263,0.6319037554513942,-6655414.407354557,-19195.957335827894,-13844.78802321112,-0.3992241553727843,-0.5770356421740117,0.39357007635189656,0.5939297403111542,344.22,-4.748
3.1,-6655365.140234625,-19836.99104156816,-14306.935058316942,-0.07499153527065669,0.7397217017487641,-0.22452724439576993,0.6299012542642729,-6655411.662816082,-19835.8526184108,-14306.30262128858,-0.39881335128308937,-0.5773053177595314,0.3933154521817511,0.5941123092463092,344.22,-4.748
3.2,-6655362.305371639,-20476.89399528516,-14768.44445819583,-0.075548579631527,0.7403974665440901,-0.227718000466125,0.6278921212393584,-6655408.828290741,-20475.74763284367,-14767.817025966966,-0.3984023275221864,-0.5775747097972457,0.3930611085026187,0.5942945439832211,344.22,-4.748
3.3000000000000003,-6655359.380511749,-21116.796678414164,-15229.953656389813,-0.07610111021505753,0.7410591578229699,-0.2309084103117981,0.6258763868992215,-6655405.903778574,-21115.64237047615,-15229.331231007342,-0.3979910892245679,-0.5778438113959938,0.3928070494191766,0.5944764456677771,344.22,-4.748
3.4000000000000004,-6655356.36565501,-21756.699082346222,-15691.462646732536,-0.07664910340220624,0.7417067687842882,-0.23409841654037286,0.623854081865702,-6655402.889279626,-21755.53682265786,-15690.845230170751,-0.39757964154194275,-0.5781126156766199,0.39255327903135784,0.5946580154564858,344.22,-4.748
3.5,-6655353.260801482,-22396.601198472035,-16152.971423057765,-0.07719253565831699,0.7423402928994783,-0.23728796172867694,0.6218252368593653,-6655399.784793946,-22395.43098073843,-16152.359017218256,-0.3971679896429747,-0.5783811157737334,0.3922998014340947,0.5948392545150825,344.22,-4.748
3.6,-6655350.065951224,-23036.503018181967,-16614.479979199397,-0.0777313835337616,0.7429597239127789,-0.24047698842381515,0.6197898826989567,-6655396.590321576,-23035.324836067502,-16613.87258591091,-0.39675613871371074,-0.5786493048334367,0.3920466207163266,0.5950201640210826,344.22,-4.748
3.7,-6655346.781104301,-23676.404532866014,-17075.988308991436,-0.07826562366458156,0.7435650558414844,-0.2436654391442044,0.6177480503008537,-6655393.305862566,-23675.21837999472,-17075.385930009783,-0.39634409395653664,-0.5789171760162953,0.39179374096155134,0.5952007451611958,344.22,-4.748
3.8000000000000003,-6655343.4062607745,-24316.305733913796,-17537.49640626797,-0.07879523277312848,0.744156282976191,-0.24685325638061087,0.6156997706785148,-6655389.931416968,-24315.111603869736,-17536.899043275946,-0.39593186058993146,-0.579184722498128,0.3915411662475393,0.5953809991308745,344.22,-4.748
3.9000000000000004,-6655339.941420712,-24956.206612714603,-17999.00426486321,-0.07932018766870425,0.744733399881035,-0.25004038259718947,0.6136450749419298,-6655386.466984828,-24955.00449904221,-17998.411919470473,-0.3955194438487594,-0.5794519374672661,0.3912889006454708,0.5955609271373151,344.22,-4.748
4.0,-6655336.386584181,-25596.10716065734,-18460.511878611476,-0.07984046524820024,0.7452964013939284,-0.2532267602325253,0.6115839942970631,-6655382.912566203,-25594.897056861806,-18459.92455235444,-0.39510684898325116,-0.5797188141287448,0.39103694822046253,0.5957405303956711,344.22,-4.748
4.1000000000000005,-6655332.741751252,-26236.007369130544,-18922.019241347152,-0.08035604249673567,0.7458452826267853,-0.25641233170067756,0.6095165600452992,-6655379.268161144,-26234.789268678196,-18921.43693568894,-0.39469408125912503,-0.579985345702722,0.39078531303088393,0.595919810130913,344.22,-4.748
4.2,-6655329.006921996,-26875.9072295224,-19383.526346904728,-0.08086689648829518,0.7463800389657456,-0.25959703939222506,0.6074428035828843,-6655375.533769707,-26874.681125841034,-19382.949063235028,-0.39428114595709457,-0.5802515254248284,0.39053399912831094,0.5960987675777971,344.22,-4.748
